,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
APOM,-0.443108919424501,1.98409334693527,-1.05585445695364,0.298366145026019,0.581879297264137,-5.29171184086772,APOM
RBM38,0.148561042519185,5.56072083953902,1.05520839335267,0.298657259073287,0.58226807894544,-6.42323643052018,RBM38
STYXL1,-0.107491273610143,6.67253326641591,-1.0551771541873,0.298671340349922,0.58226807894544,-6.67306717313356,STYXL1
SLC9A5,0.568917420086274,-0.113652810513441,1.05497529573479,0.298762340641851,0.58226807894544,-5.17183017057013,SLC9A5
UBE2D3,0.089304189262311,8.62937364961299,1.05487720954887,0.298806566084644,0.58226807894544,-7.08042459179961,UBE2D3
CELF1,0.113183393681936,7.19511340305812,1.05480770321297,0.298837908106238,0.58226807894544,-6.79252140280533,CELF1
SLC25A29,0.262501507520936,3.9646550996136,1.0547377232252,0.29886946602262,0.58226807894544,-5.9714687261848,SLC25A29
TRMT10B,-0.413002504628883,2.19343585230971,-1.05466028111667,0.298904391736023,0.58226807894544,-5.52548399529001,TRMT10B
C16orf74,0.365913226499828,2.49696362272295,1.05446762856544,0.298991288687587,0.582343033043824,-5.57507279724884,C16orf74
CCDC32,-0.335595415965725,2.91598483240884,-1.05423135750143,0.299097884027084,0.582451887521915,-5.66246825582774,CCDC32
VPS53,-0.279311542588967,3.67526163595212,-1.05412908093568,0.299144035023104,0.582451887521915,-5.84006615829056,VPS53
MRPS23,0.150441352883586,5.36065038043617,1.05353612598337,0.299411696129428,0.582774212749587,-6.33357726612579,MRPS23
ORMDL3,-0.180229551632306,5.59084572273211,-1.05347889827451,0.299437537659754,0.582774212749587,-6.34733309877965,ORMDL3
DENND2B,0.400394891788096,2.22108088773032,1.05337357547483,0.299485100889223,0.582774212749587,-5.54279450680017,DENND2B
WDR53,-0.260051643388187,4.27924591326033,-1.05328733480866,0.299524050643807,0.582774212749587,-6.01190454368788,WDR53
UBXN6,-0.387095456988871,2.07215251631648,-1.05322577226429,0.299551856923418,0.582774212749587,-5.46846205619196,UBXN6
RPGR,0.231335264106496,3.80660750088822,1.05286846874544,0.299713277582118,0.582959040965145,-5.98569365583247,RPGR
FGFR1OP2,-0.144709098609518,5.69208845672285,-1.0528009177289,0.299743802222371,0.582959040965145,-6.41846252432246,FGFR1OP2
MT-ND1,-0.154280747073302,6.07835819939655,-1.05253432453148,0.299864290246636,0.582961088487458,-6.55609614486144,MT-ND1
GGA3,-0.256816851101664,4.20678998359035,-1.05250406530017,0.299877968175979,0.582961088487458,-6.01286462102353,GGA3
AREL1,-0.140684220104837,6.30032788205107,-1.05247685539885,0.299890268102761,0.582961088487458,-6.59302713675282,AREL1
FAM234B,-0.374432253402622,3.13487612760985,-1.05220432557017,0.300013481489577,0.583106357769093,-5.66782542781203,FAM234B
WHAMM,0.35392096280137,2.46364148468556,1.05172380141885,0.300230816958259,0.583434486275163,-5.55108556077511,WHAMM
WDR13,-0.112944792141711,6.60019298128673,-1.0514770353853,0.300342468925469,0.583557168621425,-6.6453543983505,WDR13
N4BP2,-0.249310952485219,4.22000014244865,-1.05105345687955,0.300534188965199,0.583818941885646,-6.04968393935249,N4BP2
RABL6,-0.195801852008327,5.77009977408364,-1.05096490098581,0.300574281878766,0.583818941885646,-6.4355868890453,RABL6
RPL37A,-0.116434300334581,7.19018666935269,-1.05082686678658,0.300636783086039,0.583846050407846,-6.80160259575943,RPL37A
TBC1D9,-0.478694362339791,2.80800290842347,-1.05110662082044,0.300752533103563,0.583909322758781,-5.65628235442084,TBC1D9
TPRG1L,-0.161109321397259,5.55881623872568,-1.05048908224372,0.300789768395898,0.583909322758781,-6.45664288138907,TPRG1L
GABPB2,-0.34068407176217,3.28304234748659,-1.05043335435124,0.30081501320474,0.583909322758781,-5.7335931372052,GABPB2
PXYLP1,-0.212190028721642,5.34381354276502,-1.04997522043383,0.301022604325614,0.584155993125277,-6.35106213169493,PXYLP1
ARPC3,-0.0896746757122067,8.32886329842447,-1.04993853384802,0.301039232176808,0.584155993125277,-7.03282666403038,ARPC3
IPO8,0.157316601714037,6.1980850718463,1.04959872764209,0.30119327650904,0.584360628581098,-6.57172101838805,IPO8
SGTA,0.119153802324425,6.31655785512184,1.04930862268128,0.301324833136854,0.584371574832943,-6.58853141218474,SGTA
TMEM200C,0.342059410171178,1.83811895376076,1.04930160510904,0.301328015956151,0.584371574832943,-5.51303269443392,TMEM200C
SENP5,0.167554226392157,5.23955617357688,1.04926485711239,0.301344683388535,0.584371574832943,-6.28706885134012,SENP5
ZNF608,0.48304307418025,1.58218056595444,1.04853339895838,0.301676577104751,0.584920875840535,-5.5121794643251,ZNF608
PATZ1,-0.242720771142444,4.29599170180065,-1.04823170152056,0.301813544048883,0.585092117065751,-6.1032650368318,PATZ1
OGT,0.134262766026301,6.91696183985351,1.0480058734252,0.301916095511976,0.585196596409756,-6.76612444484919,OGT
MRGBP,0.158098420082435,5.37440366795105,1.04749716956826,0.302147193203301,0.585405321855151,-6.33679377021444,MRGBP
FAM110C,-0.262364410944666,4.53967677176955,-1.04739968470511,0.302191493362077,0.585405321855151,-5.93525931117473,FAM110C
RYR2,0.419488519879928,2.8751050974351,1.0473877759926,0.302196905361241,0.585405321855151,-5.65413476113797,RYR2
RNF144B,0.71611738511912,2.07946574219053,1.04784113385485,0.302255452632947,0.585405321855151,-5.3170085386838,RNF144B
SMARCD2,-0.0936724190667979,7.61224323765429,-1.04714662226908,0.302306513872211,0.585405321855151,-6.91650309932564,SMARCD2
CCDC43,-0.200517409571272,4.50781111729835,-1.04712613441645,0.302315827225604,0.585405321855151,-6.10103341737713,CCDC43
SAMD9L,0.45100068780599,3.07233337914406,1.04744364312205,0.30241396475419,0.585441298236932,-5.71557379307348,SAMD9L
TANK,0.12692070068401,5.93666991243211,1.0468711364334,0.302431760700595,0.585441298236932,-6.55243777223189,TANK
CAPNS1,-0.161023216427046,5.36917403199999,-1.04671828524805,0.302501268475498,0.58548161505549,-6.36616007196781,CAPNS1
PLEKHG2,-0.565615287133822,1.78708882852247,-1.04643826245832,0.302628635227819,0.585633885098147,-5.38897123026116,PLEKHG2
ZNF248,0.328762636806049,3.33936854055542,1.04624477768215,0.302716662411455,0.585709990158071,-5.81191816855389,ZNF248
NDUFC1,-0.129911094506423,6.15823707305486,-1.045867019484,0.302888577239178,0.585948354263407,-6.54654436556978,NDUFC1
LURAP1L,-0.268285342899498,3.68422645143579,-1.04560973803993,0.303005702817605,0.586080667061328,-5.74997836894396,LURAP1L
ATF1,0.142779943449857,5.34728437500863,1.04548606753992,0.30306201413299,0.586095327862594,-6.34244341583966,ATF1
ZNF318,-0.266971237921568,4.65379712789099,-1.04534856139906,0.303124633804876,0.586122181796019,-6.10907910653037,ZNF318
STX5,0.231956859286515,4.10688567383038,1.04483329613341,0.303359363124124,0.586291415997561,-6.04223987158346,STX5
FBXO46,0.236474592244732,3.67481193035408,1.04477052253299,0.303387968280916,0.586291415997561,-5.95961874499775,FBXO46
NXPH4,-0.328201056814659,2.92017211242158,-1.04474106394309,0.303401392842745,0.586291415997561,-5.7076833996263,NXPH4
PROSER3,-0.465882669408427,1.53239329709078,-1.04462468827814,0.303454430378699,0.586291415997561,-5.34934433697872,PROSER3
OTUD5,-0.095338514332739,7.09685712641359,-1.04443604745404,0.303540416005137,0.586291415997561,-6.7715842739274,OTUD5
