,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
PLD3,-0.427093014743633,6.49098030961979,-2.96966760452034,0.00539132474252707,0.0380078913706759,-3.39545328559949,PLD3
MOGAT3,-1.28423756915432,2.05885589619316,-2.96937101403583,0.00539545756630342,0.0380147440831466,-2.35052759177406,MOGAT3
ANKS4B,-0.362157292618334,6.69983197632487,-2.96909448822869,0.00539931348831601,0.0380196389484641,-3.50236243669707,ANKS4B
HMGN2,0.279744503950155,7.75769760839216,2.96815235696935,0.00541247022207758,0.0380899820719292,-3.74345194192923,HMGN2
SMPD2,0.495232652190305,4.85276174103157,2.96557964069672,0.00544855185393389,0.0383214813726684,-2.97118178103675,SMPD2
GALNT18,-0.514007330206971,6.09985639823404,-2.96234256999062,0.00549427277424025,0.038620466777199,-3.17467130709851,GALNT18
CTNNAL1,0.501734494149164,5.60795414650812,2.95985936380697,0.00552959062295969,0.0388460201065048,-3.18612638483087,CTNNAL1
HNRNPA1,0.246233406621919,8.09127270115561,2.95750472125291,0.00556327731791952,0.0390598577364962,-3.80868799251463,HNRNPA1
SLC17A4,-2.05130694929421,1.91108349635505,-2.979383222542,0.0055955924759796,0.0392638218836678,-2.33189495537962,SLC17A4
DUSP5,-1.50649369361371,1.82383430926144,-2.95390590131419,0.00561513738398206,0.0393723518860223,-2.28843759660474,DUSP5
HILPDA,-0.667057891633409,5.20153724608197,-2.95373532471248,0.0056176067046158,0.0393723518860223,-2.99624333709156,HILPDA
R3HDM1,0.78462825626995,4.46512639218868,2.95331104148666,0.00562375319640762,0.0393820515214523,-2.91709815031404,R3HDM1
SSR4,-0.24317292531178,8.67549523699843,-2.95318781202424,0.00562553957876903,0.0393820515214523,-3.87083659185499,SSR4
KIF13B,-0.869240230620934,3.62335150790994,-2.95141534882769,0.00565129306120853,0.0395393261472688,-2.66503045099884,KIF13B
